-----Simulation 0-----
0,0,0,0,0,0,0,0,0,0
167,0,0,0,0,0,0,0,0,0
167,0,0,0,0,6,0,0,0,0
561,0,0,0,0,6,0,0,0,0
561,0,0,0,0,12,6,0,0,0
626,0,0,0,0,12,6,0,0,0
626,0,0,0,0,18,6,6,0,6
933,0,0,0,0,18,6,6,0,6
933,6,6,0,0,18,6,6,0,6
2337,6,6,0,0,18,6,6,0,6
2337,12,6,0,6,18,6,6,0,6
2560,12,6,0,6,18,6,6,0,6
2560,18,6,6,6,18,6,6,0,6
2577,18,6,6,6,18,6,6,0,6
2577,18,6,6,6,24,6,6,0,6
2621,18,6,6,6,24,6,6,0,6
2621,18,6,6,6,30,12,6,0,6
2735,18,6,6,6,30,12,6,0,6
2735,18,6,6,6,36,12,6,0,6
3194,18,6,6,6,36,12,6,0,6
3194,24,6,12,6,36,12,6,0,6
3284,24,6,12,6,36,12,6,0,6
3284,30,12,12,6,36,12,6,0,6
3316,30,12,12,6,36,12,6,0,6
3316,36,12,12,12,36,12,6,0,6
3600,36,12,12,12,36,12,6,0,6
3677,36,12,12,12,36,12,6,0,6
3677,36,12,12,12,42,12,6,0,6
3766.9999999999995,36,12,12,12,42,12,6,0,6
3766.9999999999995,36,12,12,12,36,12,6,0,6
3864,36,12,12,12,36,12,6,0,6
3864,36,12,12,12,42,12,12,6,6
5594.0,36,12,12,12,42,12,12,6,6
5594.0,30,12,6,12,42,12,12,6,6
5961.0,30,12,6,12,42,12,12,6,6
5961.0,30,12,6,12,36,6,12,6,6
6264.0,30,12,6,12,36,6,12,6,6
6264.0,30,12,6,12,30,6,6,0,6
6434,30,12,6,12,30,6,6,0,6
6453,30,12,6,12,30,6,6,0,6
6453,36,18,6,12,30,6,6,0,6
6477,36,18,6,12,30,6,6,0,6
6477,36,18,6,12,36,6,12,6,6
7200,36,18,6,12,36,6,12,6,6
7677.0,36,18,6,12,36,6,12,6,6
7677.0,36,18,6,12,30,6,6,0,6
7977.0,36,18,6,12,30,6,6,0,6
7977.0,36,18,6,12,24,6,6,0,6
8337.0,36,18,6,12,24,6,6,0,6
8337.0,30,18,6,6,24,6,6,0,6
8477.0,30,18,6,6,24,6,6,0,6
8477.0,30,18,6,6,18,6,6,0,6
8899,30,18,6,6,18,6,6,0,6
8899,36,18,6,12,18,6,6,0,6
9335.0,36,18,6,12,18,6,6,0,6
9335.0,36,18,6,12,12,6,6,0,6
9626.0,36,18,6,12,12,6,6,0,6
9626.0,36,18,6,12,6,6,0,0,0
9641,36,18,6,12,6,6,0,0,0
9641,42,24,6,12,6,6,0,0,0
9641.0,42,24,6,12,6,6,0,0,0
9641.0,36,18,6,12,6,6,0,0,0
9988,36,18,6,12,6,6,0,0,0
9988,42,18,6,18,6,6,0,0,0
10099.0,42,18,6,18,6,6,0,0,0
10099.0,36,18,6,12,6,6,0,0,0
10800,36,18,6,12,6,6,0,0,0
11733.0,36,18,6,12,6,6,0,0,0
11733.0,30,12,6,12,6,6,0,0,0
13053.0,30,12,6,12,6,6,0,0,0
13053.0,24,6,6,12,6,6,0,0,0
14400,24,6,6,12,6,6,0,0,0
16743,24,6,6,12,6,6,0,0,0
16743,24,6,6,12,6,6,0,0,0
18000,24,6,6,12,6,6,0,0,0
20350,24,6,6,12,6,6,0,0,0
20350,24,6,6,12,6,6,0,0,0
21600,24,6,6,12,6,6,0,0,0
21619,24,6,6,12,6,6,0,0,0
21619,24,6,6,12,12,6,6,0,6
21960,24,6,6,12,12,6,6,0,6
21960,24,6,6,12,18,6,12,6,6
22264,24,6,6,12,18,6,12,6,6
22264,24,6,6,12,24,6,18,6,12
22484.0,24,6,6,12,24,6,18,6,12
22484.0,18,0,6,12,24,6,18,6,12
