0,0.0,0.0,0.0,0,0,0,0,0,0
14,0.0,0.0,0.0,0,0,0,0,0,0
14,0.0,0.0,0.0,0,6,6,0,0,0
288,0.0,0.0,0.0,0,6,6,0,0,0
288,0.0,0.0,0.0,0,12,6,0,0,0
500,0.0,0.0,0.0,0,12,6,0,0,0
500,6.0,0.0,0.0,6,12,6,0,0,0
614.0,6.0,0.0,0.0,6,12,6,0,0,0
614.0,6.0,0.0,0.0,6,6,0,0,0,0
769,6.0,0.0,0.0,6,6,0,0,0,0
769,6.0,0.0,0.0,6,12,0,6,6,0
807,6.0,0.0,0.0,6,12,0,6,6,0
807,6.0,0.0,0.0,6,18,0,12,12,0
1144,6.0,0.0,0.0,6,18,0,12,12,0
1144,6.0,0.0,0.0,6,24,0,12,12,0
1672,6.0,0.0,0.0,6,24,0,12,12,0
1672,12.0,0.0,6.0,6,24,0,12,12,0
1700.0,12.0,0.0,6.0,6,24,0,12,12,0
1700.0,6.0,0.0,6.0,0,24,0,12,12,0
2007.0,6.0,0.0,6.0,0,24,0,12,12,0
2007.0,6.0,0.0,6.0,0,18,0,6,6,0
2094,6.0,0.0,6.0,0,18,0,6,6,0
2094,6.0,0.0,6.0,0,24,0,12,6,6
2612,6.0,0.0,6.0,0,24,0,12,6,6
2612,6.0,0.0,6.0,0,24,0,12,6,6
2682,6.0,0.0,6.0,0,24,0,12,6,6
2682,12.0,0.0,12.0,0,24,0,12,6,6
3026,12.0,0.0,12.0,0,24,0,12,6,6
3026,12.0,0.0,12.0,0,30,0,12,6,6
3296,12.0,0.0,12.0,0,30,0,12,6,6
3296,12.0,0.0,12.0,0,36,0,12,6,6
3600,12.0,0.0,12.0,0,36,0,12,6,6
4682,12.0,0.0,12.0,0,36,0,12,6,6
4682,18.0,6.0,12.0,0,36,0,12,6,6
4784,18.0,6.0,12.0,0,36,0,12,6,6
4784,18.0,6.0,12.0,0,42,0,18,12,6
5818,18.0,6.0,12.0,0,42,0,18,12,6
5818,18.0,6.0,12.0,0,48,0,24,18,6
7018.0,18.0,6.0,12.0,0,48,0,24,18,6
7018.0,18.0,6.0,12.0,0,42,0,18,12,6
7022,18.0,6.0,12.0,0,42,0,18,12,6
7022,24.0,12.0,12.0,0,42,0,18,12,6
7121,24.0,12.0,12.0,0,42,0,18,12,6
7121,24.0,12.0,12.0,0,48,0,24,12,12
7200,24.0,12.0,12.0,0,48,0,24,12,12
7226.0,24.0,12.0,12.0,0,48,0,24,12,12
7226.0,24.0,12.0,12.0,0,42,0,24,12,12
7494.0,24.0,12.0,12.0,0,42,0,24,12,12
7494.0,24.0,12.0,12.0,0,36,0,18,12,6
8282.0,24.0,12.0,12.0,0,36,0,18,12,6
8282.0,18.0,6.0,12.0,0,36,0,18,12,6
9528,18.0,6.0,12.0,0,36,0,18,12,6
9528,24.0,6.0,18.0,0,36,0,18,12,6
10334,24.0,6.0,18.0,0,36,0,18,12,6
10334,24.0,6.0,18.0,0,36,0,18,12,6
10463,24.0,6.0,18.0,0,36,0,18,12,6
10463,24.0,6.0,18.0,0,42,0,24,18,6
10569,24.0,6.0,18.0,0,42,0,24,18,6
10569,24.0,6.0,18.0,0,48,0,30,18,12
10800,23.35204266398997,5.676021331994986,17.676021331994985,0,48,0,30,18,12
11328.0,23.35204266398997,5.676021331994986,17.676021331994985,0,48,0,30,18,12
11328.0,17.352042663989973,5.676021331994986,11.676021331994987,0,48,0,30,18,12
12204,17.352042663989973,5.676021331994986,11.676021331994987,0,48,0,30,18,12
12204,17.352042663989973,5.676021331994986,11.676021331994987,0,54,0,30,18,12
12288.0,17.352042663989973,5.676021331994986,11.676021331994987,0,54,0,30,18,12
12288.0,17.352042663989973,5.676021331994986,11.676021331994987,0,48,0,30,18,12
13121.0,17.352042663989973,5.676021331994986,11.676021331994987,0,48,0,30,18,12
13121.0,17.352042663989973,5.676021331994986,11.676021331994987,0,42,0,24,18,6
13320,17.352042663989973,5.676021331994986,11.676021331994987,0,42,0,24,18,6
13320,17.352042663989973,5.676021331994986,11.676021331994987,0,42,0,24,18,6
14272.0,17.352042663989973,5.676021331994986,11.676021331994987,0,42,0,24,18,6
14272.0,11.352042663989971,5.676021331994986,5.676021331994986,0,42,0,24,18,6
14400,4.8136437922856015,2.4068218961428007,2.4068218961428007,0,42,0,24,18,6
14678,4.8136437922856015,2.4068218961428007,2.4068218961428007,0,42,0,24,18,6
14678,4.8136437922856015,2.4068218961428007,2.4068218961428007,0,42,0,24,18,6
15369.0,4.8136437922856015,2.4068218961428007,2.4068218961428007,0,42,0,24,18,6
15369.0,4.8136437922856015,2.4068218961428007,2.4068218961428007,0,36,0,18,18,0
16404.0,4.8136437922856015,2.4068218961428007,2.4068218961428007,0,36,0,18,18,0
16404.0,4.8136437922856015,2.4068218961428007,2.4068218961428007,0,30,0,18,18,0
17344.0,4.8136437922856015,2.4068218961428007,2.4068218961428007,0,30,0,18,18,0
17344.0,4.8136437922856015,2.4068218961428007,2.4068218961428007,0,24,0,18,18,0
17822.0,4.8136437922856015,2.4068218961428007,2.4068218961428007,0,24,0,18,18,0
17822.0,1.1863562077143985,3.5931781038571993,2.4068218961428007,0,24,0,18,18,0
18000,16.25789198456061,11.128945992280306,5.128945992280306,0,24,0,18,18,0
19369.0,16.25789198456061,11.128945992280306,5.128945992280306,0,24,0,18,18,0
19369.0,16.25789198456061,11.128945992280306,5.128945992280306,0,18,0,12,12,0
21300,16.25789198456061,11.128945992280306,5.128945992280306,0,18,0,12,12,0
21300,16.25789198456061,11.128945992280306,5.128945992280306,0,18,0,12,12,0
21600,58.40564886233632,32.20282443116816,26.20282443116816,0,18,0,12,12,0
21614,58.40564886233632,32.20282443116816,26.20282443116816,0,18,0,12,12,0
21614,58.40564886233632,32.20282443116816,26.20282443116816,0,24,0,18,12,6
22593,58.40564886233632,32.20282443116816,26.20282443116816,0,24,0,18,12,6
22593,58.40564886233632,32.20282443116816,26.20282443116816,0,30,0,24,18,6
23063.0,58.40564886233632,32.20282443116816,26.20282443116816,0,30,0,24,18,6
23063.0,58.40564886233632,32.20282443116816,26.20282443116816,0,24,0,18,12,6
23193.0,58.40564886233632,32.20282443116816,26.20282443116816,0,24,0,18,12,6
23193.0,58.40564886233632,32.20282443116816,26.20282443116816,0,18,0,12,6,6
23703,58.40564886233632,32.20282443116816,26.20282443116816,0,18,0,12,6,6
23703,52.40564886233632,26.20282443116816,26.20282443116816,0,18,0,12,6,6
24391,52.40564886233632,26.20282443116816,26.20282443116816,0,18,0,12,6,6
24391,52.40564886233632,26.20282443116816,26.20282443116816,0,24,0,18,12,6
25053,52.40564886233632,26.20282443116816,26.20282443116816,0,24,0,18,12,6
25053,46.40564886233632,26.20282443116816,26.20282443116816,6,24,0,18,12,6
25183,46.40564886233632,26.20282443116816,26.20282443116816,6,24,0,18,12,6
25183,46.40564886233632,26.20282443116816,26.20282443116816,6,30,6,18,12,6
25200,55.71976117079677,30.859880585398386,30.859880585398386,6,30,6,18,12,6
25227,55.71976117079677,30.859880585398386,30.859880585398386,6,30,6,18,12,6
25227,49.71976117079677,24.859880585398386,30.859880585398386,6,30,6,18,12,6
25453,49.71976117079677,24.859880585398386,30.859880585398386,6,30,6,18,12,6
25453,49.71976117079677,24.859880585398386,30.859880585398386,6,36,6,24,18,6
25496.0,49.71976117079677,24.859880585398386,30.859880585398386,6,36,6,24,18,6
25496.0,49.71976117079677,24.859880585398386,30.859880585398386,6,30,6,24,18,6
25673,49.71976117079677,24.859880585398386,30.859880585398386,6,30,6,24,18,6
25673,49.71976117079677,24.859880585398386,30.859880585398386,6,36,6,30,24,6
25694,49.71976117079677,24.859880585398386,30.859880585398386,6,36,6,30,24,6
25694,49.71976117079677,24.859880585398386,30.859880585398386,6,42,6,36,24,12
25728,49.71976117079677,24.859880585398386,30.859880585398386,6,42,6,36,24,12
25728,49.71976117079677,24.859880585398386,30.859880585398386,6,48,6,42,30,12
25784.0,49.71976117079677,24.859880585398386,30.859880585398386,6,48,6,42,30,12
25784.0,49.71976117079677,24.859880585398386,30.859880585398386,6,42,6,36,24,12
25845,49.71976117079677,24.859880585398386,30.859880585398386,6,42,6,36,24,12
25859,49.71976117079677,24.859880585398386,30.859880585398386,6,42,6,36,24,12
25859,49.71976117079677,24.859880585398386,30.859880585398386,6,48,6,42,30,12
