0,0,0,0,0,0,0,0
329,0,0,0,0,0,1,0
329,0,0,0,0,0,1,0
630,1,0,0,0,0,1,0
630,1,0,0,0,0,1,0
839,1,0,0,1,0,1,0
839,1,0,0,1,0,1,0
1385,1,1,0,1,0,1,0
1385,1,1,0,1,0,1,0
1432,1,1,1,1,0,1,0
1432,1,1,1,1,0,1,0
1584,2,1,1,1,0,1,0
1584,2,1,1,1,0,1,0
3329.0,2,1,1,1,0,1,0
3329.0,2,1,1,1,0,1,0
3600,2,1,1,1,0,1,0
3726,3,1,1,1,0,1,0
3726,3,1,1,1,0,1,0
4015,3,1,1,1,1,1,0
4015,3,1,1,1,1,1,0
4433,3,1,1,1,1,2,0
4433,3,1,1,1,1,2,0
5155,4,1,1,1,1,2,0
5155,4,1,1,1,1,2,0
5430,4,1,2,1,1,2,0
5430,4,1,2,1,1,2,0
6233.0,4,1,2,1,1,2,0
6233.0,4,1,2,1,1,2,0
6742,4,1,2,1,1,3,0
6742,4,1,2,1,1,3,0
6839.0,4,1,2,1,1,3,0
6839.0,4,1,2,1,1,3,0
7200,4,1,2,1,1,3,0
7326.0,4,1,2,1,1,3,0
7326.0,4,1,2,1,1,3,0
7499,4,1,2,2,1,3,0
7499,4,1,2,2,1,3,0
7615.0,4,1,2,2,1,3,0
7615.0,4,1,2,2,1,3,0
8430.0,4,1,2,2,1,3,0
8430.0,4,1,2,2,1,3,0
8784.0,4,1,2,2,1,3,0
8784.0,4,1,2,2,1,3,0
9785.0,4,1,2,2,1,3,0
9785.0,4,1,2,2,1,3,0
10800,4,1,2,2,1,3,0
11542.0,4,1,2,2,1,3,0
11542.0,4,1,2,2,1,3,0
11699.0,4,1,2,2,1,3,0
11699.0,4,1,2,2,1,3,0
11855,4,1,2,3,1,3,0
11855,4,1,2,3,1,3,0
13292,4,1,2,3,1,3,0
13292,4,1,2,3,1,2,0
14400,4,1,2,3,1,2,0
15092,4,1,2,3,1,2,0
15092,3,1,2,3,1,2,0
16055.0,3,1,2,3,1,2,0
16055.0,3,1,2,3,1,2,0
17337,3,1,2,4,1,2,0
17337,3,1,2,4,1,2,0
17568,3,1,2,4,1,2,0
17568,2,1,2,4,1,2,0
17704,2,1,2,4,1,2,0
17704,2,1,2,3,1,2,0
18000,2,1,2,3,1,2,0
19455,3,1,2,3,1,2,0
19455,3,1,2,3,1,2,0
20798,3,1,2,3,1,2,0
20798,3,1,2,2,1,2,0
21355.0,3,1,2,2,1,2,0
21355.0,3,1,2,2,1,2,0
21600,3,1,2,2,1,2,0
21687,3,1,2,2,2,2,0
21687,3,1,2,2,2,2,0
22606,3,1,2,3,2,2,0
22606,3,1,2,3,2,2,0
22660,3,1,2,3,3,2,0
22660,3,1,2,3,3,2,0
23138,3,1,2,3,4,2,0
23138,3,1,2,3,4,2,0
23430.0,3,1,2,3,4,2,0
23430.0,3,1,2,3,4,2,0
24016,4,1,2,3,4,2,0
24016,4,1,2,3,4,2,0
24088,4,2,2,3,4,2,0
24088,4,2,2,3,4,2,0
24255.0,4,2,2,3,4,2,0
24255.0,4,2,2,3,4,2,0
24737,4,2,3,3,4,2,0
24737,4,2,3,3,4,2,0
25200,4,2,3,3,4,2,0
25204,4,2,3,4,4,2,0
25204,4,2,3,4,4,2,0
25241,5,2,3,4,4,2,0
25241,5,2,3,4,4,2,0
25443,5,2,4,4,4,2,0
25443,5,2,4,4,4,2,0
25513,5,2,5,4,4,2,0
25513,5,2,5,4,4,2,0
25642,5,2,5,5,4,2,0
25642,5,2,5,5,4,2,0
25678,5,2,5,5,4,2,1
25678,5,2,5,5,4,2,1
25942,5,2,6,5,4,2,1
25942,5,2,6,5,4,2,1
25946,5,2,6,5,4,2,2
25946,5,2,6,5,4,2,2
25999,5,2,7,5,4,2,2
25999,5,2,7,5,4,2,2
26074,5,2,7,6,4,2,2
26074,5,2,7,6,4,2,2
26145,5,2,8,6,4,2,2
26145,5,2,8,6,4,2,2
26172,5,2,8,6,4,3,2
26172,5,2,8,6,4,3,2
26237,5,2,8,7,4,3,2
26237,5,2,8,7,4,3,2
26344,5,2,8,8,4,3,2
26344,5,2,8,8,4,3,2
26669,6,2,8,8,4,3,2
26669,6,2,8,8,4,3,2
26738.0,6,2,8,8,4,3,2
26738.0,6,2,8,8,4,3,2
26887,6,3,8,8,4,3,2
26887,6,3,8,8,4,3,2
26933,7,3,8,8,4,3,2
26933,7,3,8,8,4,3,2
27016.0,7,3,8,8,4,3,2
27016.0,7,3,8,8,4,3,2
27107,7,4,8,8,4,3,2
27107,7,4,8,8,4,3,2
27107.0,7,4,8,8,4,3,2
27107.0,7,4,8,8,4,3,2
27137,7,4,8,8,4,4,2
27137,7,4,8,8,4,4,2
27197,7,4,9,8,4,4,2
27197,7,4,9,8,4,4,2
27236,7,4,9,8,4,4,3
27236,7,4,9,8,4,4,3
27301,7,4,10,8,4,4,3
27301,7,4,10,8,4,4,3
27345,7,4,11,8,4,4,3
27345,7,4,11,8,4,4,3
27353,7,4,11,9,4,4,3
27353,7,4,11,9,4,4,3
27396,8,4,11,9,4,4,3
27396,8,4,11,9,4,4,3
27478.0,8,4,11,9,4,4,3
27478.0,8,4,11,9,4,4,3
27562,8,5,11,9,4,4,3
27562,8,5,11,9,4,4,3
27604.0,8,5,11,9,4,4,3
27604.0,8,5,11,9,4,4,3
27687.0,8,5,11,9,4,4,3
27687.0,8,5,11,9,4,4,3
27702,8,5,11,9,5,4,3
27702,8,5,11,9,5,4,3
27746,8,5,11,9,5,5,3
27746,8,5,11,9,5,5,3
27836.0,8,5,11,9,5,5,3
27836.0,8,5,11,9,5,5,3
27890,8,5,11,9,5,6,3
27890,8,5,11,9,5,6,3
28380,8,6,11,9,5,6,3
28380,8,6,11,9,5,6,3
28548,8,6,11,10,5,6,3
28548,8,6,11,10,5,6,3
28687.0,8,6,11,10,5,6,3
28687.0,8,6,11,10,5,6,3
28736,8,6,11,10,5,6,4
28736,8,6,11,10,5,6,4
28744.0,8,6,11,10,5,6,4
28744.0,8,6,11,10,5,6,4
28780,8,6,11,10,6,6,4
28780,8,6,11,10,6,6,4
28800,8,6,11,10,6,6,4
28866,8,6,12,10,6,6,4
