-----Simulation 0-----
172847,0
172928,0
172963.0,7702.0
173040,0
173082,0
173181,0
173195,0
173285,0
173598,0
173603,0
173607,0
173650.0,6896.0
173662,0
173680,0
173775,0
173786,0
173931,0
174061,0
174717,0
174730.0,8404.0
174769,0
174811,0
174816,0
174828.0,12820.0
175035,0
175128,0
175393,0
175621,0
175757,0
175967,0
176050.0,5843.0
176202,0
176296,0
176394,0
176562,0
176878,0
176929,0
177112,0
177235,0
177361,0
177465,0
177553,0
177599,0
177699,0
177754.0,15591.0
178166,0
178282,0
178298.0,5996.0
178321,0
178366,0
178413.0,12412.0
178765,0
178839,0
178988,0
178992,0
179196,0
179516,0
179554,0
179647,0
179682,0
179710,0
179786.0,13123.0
180040,0
180156,0
180265,0
180266,0
180301,0
180388,0
180424,0
180843,0
180887,0
180947.0,12618.0
181017,0
181232,0
181411.0,6977.0
181852,0
181930.0,10624.0
181984,0
182513,0
182628.0,3015.0
182637,0
182672,0
182807,0
182951.0,11753.0
183045,0
183451.0,13074.0
183476,0
183585,0
183810,0
183818,0
183885,0
183939,0
184169,0
184191,0
184247,0
184300,0
184329,0
184507,0
184524,0
184764,0
184796,0
185265,0
185563.0,14077.0
185793,0
186184,0
186266.0,11018.0
186349.0,11645.0
186378,0
186410,0
186469,0
186763.0,13192.0
186801,0
187071,0
187413,0
187567,0
187576,0
187780,0
187836,0
188295,0
188401,0
188631,0
188632,0
188962.0,872.0
188966,0
189140,0
189149,0
189199.0,1991.0
189219,0
189228,0
189263,0
189307,0
189507,0
189631,0
189730,0
189759,0
189901,0
190020,0
190288,0
190368,0
190398,0
190498,0
190655,0
190697,0
191162,0
191302,0
191599.0,18899.0
192103,0
192354.0,9230.0
192427,0
192473,0
192565,0
192602,0
192639,0
192869,0
192912.0,659.0
193232,0
193494,0
193622,0
193629,0
193821,0
194112.0,19272.0
194202,0
194362,0
194507,0
194513,0
194570,0
195223,0
195459,0
195512,0
195612,0
195641.0,11204.0
195771,0
195840,0
195850,0
196007,0
196135.0,646.0
196162,0
196304,0
196344,0
196861,0
197090,0
197127.0,800.0
197915,0
197937,0
198096,0
198118,0
198130.0,4912.0
198178,0
198203,0
198216,0
198318,0
198330,0
198490,0
198538,0
198811.0,7083.0
199304,0
199547.0,7659.0
199682,0
199684,0
199695.0,24602.0
199753,0
199812,0
199983,0
200070,0
200081,0
200114,0
200229,0
200663,0
200848,0
200922,0
201129.0,19644.0
201485.0,2858.0
201663,0
201766,0
201850,0
201852,0
201917,0
202041,0
202354.0,18815.0
202416,0
202554.0,3542.0
202558,0
202750,0
202808,0
202890,0
203178,0
203457,0
203796,0
203821,0
203929,0
204271,0
204287,0
204466,0
204568,0
204763,0
205000,0
205350,0
205365,0
205530,0
205540,0
205567,0
205577,0
205773,0
205810,0
205930.0,15095.0
205982,0
206005,0
206151,0
206372,0
206485,0
206526,0
206563,0
207391,0
207877,0
207890,0
208168,0
208190,0
208254,0
208339,0
208417,0
208727,0
208762.0,5657.0
209133,0
209493,0
209712.0,14913.0
209745.0,1995.0
210016,0
210533,0
210544,0
210556,0
210640,0
210662,0
210700,0
210970,0
210983,0
211002,0
211047,0
211163,0
211170,0
211374,0
211603,0
211611,0
211720,0
211798,0
212029,0
212152,0
212454,0
212457,0
212482,0
212497,0
212567,0
212940,0
213019,0
213191,0
213306,0
213625,0
213853,0
214002,0
214043,0
214096,0
214223,0
214298,0
214366,0
214369,0
214390,0
215006,0
215089,0
215212,0
215220,0
215536,0
215819,0
215876,0
216157,0
216254,0
216414,0
216599,0
216773,0
216910,0
217005,0
217471,0
217648.0,3530.0
217740,0
217745,0
217809,0
218158,0
218256,0
218416,0
218797,0
219265,0
219395,0
219469,0
219521,0
219633,0
219716,0
219779,0
219934,0
220056,0
220256,0
220383,0
220460,0
220874,0
220943,0
221431,0
221468,0
221569,0
221832,0
221844,0
222029,0
222258,0
222696,0
223121,0
223192,0
223436,0
223540,0
223875,0
223926,0
224031,0
224052,0
224118,0
224653,0
224764,0
224825,0
225085,0
225179,0
225356,0
225674,0
225803,0
226193,0
226218,0
226672,0
226672,0
226895,0
227315,0
227610,0
227669.0,14262.0
227797,0
